,FID,T7590,T9000,T0015
1323,1323,1,1,1
1324,1324,9,3,1
1325,1325,6,3,1
1326,1326,6,6,6
1327,1327,1,6,9
1328,1328,3,3,1
1329,1329,9,9,9
1330,1330,6,9,9
1331,1331,9,9,9
1332,1332,9,9,9
1333,1333,9,9,6
1334,1334,9,9,9
1335,1335,9,3,9
1336,1336,3,3,3
1337,1337,9,9,3
1338,1338,3,9,9
1339,1339,9,9,9
1340,1340,9,9,9
1341,1341,9,9,9
1342,1342,6,6,6
1343,1343,5,5,5
1344,1344,5,5,5
1345,1345,5,5,5
1346,1346,5,5,5
1347,1347,5,5,5
1348,1348,5,6,5
1349,1349,5,5,5
1350,1350,6,6,6
1351,1351,9,9,6
1352,1352,9,6,6
1353,1353,9,6,3
1354,1354,9,9,9
1355,1355,9,9,9
1356,1356,9,9,3
1357,1357,9,3,9
1358,1358,9,9,9
1359,1359,9,3,6
1360,1360,9,9,3
1361,1361,9,6,3
1362,1362,9,9,3
1363,1363,9,9,6
1364,1364,6,9,3
1365,1365,9,3,3
1366,1366,9,9,3
1367,1367,9,9,3
1368,1368,9,9,3
1369,1369,9,3,3
1370,1370,9,9,3
1371,1371,9,3,3
1372,1372,6,6,6
1373,1373,9,6,3
1374,1374,9,9,3
1375,1375,9,3,3
1376,1376,9,3,3
1377,1377,9,9,6
1378,1378,9,9,9
1379,1379,9,9,9
1380,1380,9,9,9
1381,1381,9,9,9
1382,1382,9,9,9
1383,1383,9,9,9
1384,1384,9,9,9
1385,1385,9,9,9
1386,1386,9,9,9
1387,1387,9,9,9
1388,1388,9,9,9
1389,1389,6,9,9
1390,1390,3,9,9
1391,1391,3,9,9
1392,1392,2,1,1
1393,1393,2,1,1
1394,1394,2,1,1
1395,1395,2,1,1
1396,1396,2,1,1
1397,1397,2,1,1
1398,1398,5,1,1
1399,1399,2,1,1
1400,1400,5,1,1
1401,1401,5,1,1
1402,1402,2,1,1
1403,1403,2,1,1
1404,1404,2,1,1
1405,1405,2,1,1
1406,1406,2,1,1
1407,1407,2,1,1
1408,1408,9,9,3
1409,1409,9,9,9
1410,1410,9,9,9
1411,1411,9,9,9
1412,1412,9,9,9
1413,1413,9,9,9
1414,1414,9,9,6
1415,1415,3,9,3
1416,1416,9,9,6
1417,1417,3,3,3
1418,1418,9,6,3
1419,1419,6,6,3
1420,1420,3,6,3
1421,1421,3,3,3
1422,1422,9,9,6
1423,1423,6,6,1
1424,1424,9,6,1
1425,1425,9,3,1
1426,1426,6,3,1
1427,1427,6,3,1
1428,1428,6,3,1
1429,1429,9,6,1
1430,1430,6,3,1
1431,1431,9,3,1
1432,1432,9,9,9
1433,1433,9,9,9
1434,1434,5,6,5
1435,1435,9,9,9
1436,1436,3,9,2
1437,1437,9,6,2
1438,1438,6,6,1
1439,1439,9,6,1
1440,1440,6,9,1
1441,1441,9,3,1
1442,1442,9,3,1
1443,1443,9,3,1
1444,1444,3,9,2
1445,1445,3,2,1
1446,1446,9,2,1
1447,1447,3,6,1
1448,1448,6,2,1
1449,1449,6,2,1
1450,1450,9,2,1
1451,1451,6,2,1
1452,1452,9,6,1
1453,1453,3,2,1
1454,1454,3,2,1
1455,1455,9,6,1
1456,1456,3,2,1
1457,1457,3,2,1
1458,1458,9,9,6
1459,1459,9,9,3
1460,1460,9,9,9
1461,1461,9,6,3
1462,1462,9,3,3
1463,1463,9,3,3
1464,1464,9,9,6
1465,1465,9,9,6
1466,1466,9,6,6
1467,1467,9,9,9
1468,1468,9,3,3
1469,1469,6,6,6
1470,1470,9,3,9
1471,1471,9,9,9
1472,1472,9,9,9
1473,1473,9,9,3
1474,1474,9,3,9
1475,1475,9,9,9
1476,1476,3,3,2
1477,1477,3,3,2
1478,1478,3,9,2
1479,1479,9,9,5
1480,1480,6,9,2
1481,1481,9,6,2
1482,1482,9,9,5
1483,1483,3,3,2
1484,1484,3,6,2
1485,1485,6,9,2
1486,1486,6,9,2
1487,1487,6,1,1
1488,1488,6,2,1
1489,1489,3,1,1
1490,1490,9,2,1
1491,1491,5,1,1
1492,1492,9,2,2
1493,1493,9,2,1
1494,1494,9,3,9
1495,1495,9,3,6
1496,1496,6,2,6
1497,1497,9,2,1
1498,1498,6,1,1
1499,1499,6,1,1
1500,1500,3,1,1
1501,1501,9,3,6
1502,1502,6,2,2
1503,1503,9,2,1
1504,1504,3,1,1
1505,1505,6,2,1
1506,1506,6,2,1
1507,1507,9,2,1
1508,1508,9,2,1
1509,1509,6,1,1
1510,1510,1,1,1
1511,1511,6,1,1
1512,1512,6,1,1
1513,1513,3,1,1
1514,1514,6,1,1
1515,1515,6,2,1
1516,1516,9,2,1
1517,1517,3,2,1
1518,1518,6,1,1
1519,1519,9,1,1
1520,1520,9,2,1
1521,1521,9,2,2
1522,1522,2,1,1
1523,1523,9,2,1
1524,1524,6,6,5
1525,1525,6,9,9
1526,1526,9,9,9
1527,1527,9,9,9
1528,1528,9,9,9
1529,1529,3,3,3
1530,1530,9,9,9
1531,1531,9,9,9
1532,1532,9,9,9
1533,1533,9,9,9
1534,1534,9,9,9
1535,1535,9,9,9
1536,1536,9,9,9
1537,1537,9,9,9
1538,1538,9,9,9
1539,1539,3,3,9
1540,1540,3,3,3
1541,1541,9,9,9
1542,1542,9,9,9
1543,1543,9,9,9
1544,1544,9,9,9
1545,1545,3,3,3
1546,1546,9,9,9
1547,1547,9,9,9
1548,1548,9,9,9
1549,1549,9,9,9
1550,1550,9,9,9
1551,1551,9,9,9
1552,1552,9,9,9
1553,1553,9,9,9
1554,1554,3,3,9
1555,1555,3,9,9
1556,1556,3,9,9
1557,1557,3,3,9
1558,1558,9,9,9
1559,1559,3,9,9
1560,1560,6,9,9
1561,1561,9,9,9
1562,1562,9,9,9
1563,1563,9,9,9
1564,1564,3,3,9
1565,1565,3,3,3
1566,1566,9,9,9
1567,1567,9,9,9
1568,1568,5,9,9
1569,1569,5,5,5
1570,1570,5,5,5
1571,1571,9,9,9
1572,1572,5,9,9
1573,1573,9,9,9
1574,1574,9,9,9
1575,1575,9,9,9
1576,1576,9,9,9
1577,1577,6,9,9
1578,1578,6,9,9
1579,1579,3,9,9
1580,1580,9,9,9
1581,1581,9,6,9
1582,1582,9,6,9
1583,1583,9,6,9
1584,1584,9,6,9
1585,1585,9,6,9
1586,1586,9,6,9
1587,1587,9,6,9
1588,1588,9,6,9
1589,1589,9,6,9
1590,1590,9,6,9
1591,1591,9,6,9
1592,1592,9,6,9
1593,1593,9,6,9
1594,1594,9,6,9
1595,1595,9,6,9
1596,1596,9,6,9
1597,1597,9,6,9
1598,1598,9,6,9
1599,1599,9,6,9
1600,1600,9,6,9
1601,1601,9,6,9
1602,1602,9,6,9
1603,1603,9,6,9
1604,1604,9,6,9
1605,1605,9,6,9
1606,1606,9,6,9
1607,1607,9,6,9
1608,1608,9,6,9
1609,1609,9,6,9
1610,1610,9,6,9
1611,1611,9,6,9
1612,1612,9,6,9
1613,1613,9,6,9
1614,1614,9,6,9
1615,1615,9,6,9
1616,1616,9,6,9
1617,1617,9,6,9
1618,1618,9,6,9
1619,1619,9,6,9
1620,1620,9,6,9
1621,1621,9,6,9
1622,1622,9,6,9
1623,1623,9,6,9
1624,1624,9,6,9
1625,1625,9,6,9
1626,1626,9,6,9
1627,1627,9,6,9
1628,1628,9,6,9
1629,1629,9,6,9
1630,1630,9,6,9
1631,1631,9,6,9
1632,1632,9,6,9
1633,1633,9,6,9
1634,1634,9,6,9
1635,1635,9,6,9
1636,1636,9,6,9
1637,1637,9,9,9
1638,1638,9,9,9
1639,1639,9,9,9
1640,1640,9,9,9
1641,1641,9,9,9
1642,1642,9,9,9
1643,1643,9,9,9
1644,1644,9,9,9
1645,1645,9,9,9
1646,1646,9,9,9
1647,1647,9,9,9
1648,1648,9,9,9
1649,1649,9,9,9
1650,1650,9,9,9
1651,1651,9,9,9
1652,1652,9,9,9
1653,1653,9,9,9
1654,1654,9,9,9
1655,1655,9,9,9
1656,1656,9,9,9
1657,1657,9,9,9
1658,1658,9,9,9
1659,1659,9,9,9
1660,1660,9,9,9
1661,1661,9,9,9
1662,1662,3,3,3
1663,1663,9,9,9
1664,1664,9,9,9
1665,1665,9,9,9
1666,1666,9,9,9
1667,1667,9,9,9
1668,1668,9,9,9
1669,1669,9,9,9
1670,1670,9,9,9
1671,1671,9,9,9
1672,1672,9,9,9
1673,1673,9,9,9
1674,1674,9,9,9
1675,1675,3,3,9
1676,1676,9,9,9
1677,1677,5,9,9
1678,1678,3,3,3
1679,1679,9,9,9
1680,1680,9,9,9
1681,1681,9,9,9
1682,1682,6,9,9
1683,1683,9,9,9
1684,1684,9,9,9
1685,1685,9,9,9
1686,1686,9,9,9
1687,1687,9,9,9
1688,1688,9,9,9
1689,1689,9,9,9
1690,1690,9,9,9
1691,1691,9,9,9
1692,1692,9,9,9
1693,1693,9,9,9
1694,1694,9,9,9
1695,1695,9,9,9
1696,1696,9,9,9
1697,1697,9,9,9
1698,1698,9,9,9
1699,1699,3,5,5
1700,1700,3,5,5
1701,1701,3,6,6
1702,1702,3,5,5
1703,1703,3,6,5
1704,1704,2,2,5
1705,1705,6,6,6
1706,1706,9,6,6
1707,1707,6,6,5
1708,1708,2,5,5
1709,1709,6,6,9
1710,1710,6,5,5
1711,1711,6,5,5
1712,1712,5,5,5
1713,1713,3,5,5
1714,1714,3,5,5
1715,1715,9,6,9
1716,1716,3,6,6
1717,1717,6,6,6
1718,1718,3,6,6
1719,1719,6,3,9
1720,1720,2,2,2
1721,1721,3,6,5
1722,1722,3,6,6
1723,1723,6,2,5
1724,1724,5,2,5
1725,1725,5,5,5
1726,1726,3,6,9
1727,1727,2,5,5
1728,1728,5,5,5
1729,1729,9,9,9
1730,1730,3,6,6
1731,1731,9,6,6
1732,1732,3,5,5
1733,1733,6,6,6
1734,1734,6,6,6
1735,1735,3,5,5
1736,1736,2,2,5
1737,1737,3,6,6
1738,1738,6,6,6
1739,1739,5,5,5
1740,1740,6,3,6
1741,1741,3,3,6
1742,1742,3,5,5
1743,1743,2,2,5
1744,1744,3,2,5
1745,1745,3,5,5
1746,1746,3,2,5
1747,1747,3,6,5
1748,1748,3,5,5
1749,1749,3,6,5
1750,1750,3,2,5
1751,1751,2,5,5
1752,1752,2,5,2
1753,1753,2,2,5
1754,1754,3,2,5
1755,1755,3,5,5
1756,1756,3,5,5
1757,1757,6,6,6
1758,1758,3,3,9
1759,1759,9,3,9
1760,1760,3,3,6
1761,1761,6,3,5
1762,1762,6,6,9
1763,1763,9,6,6
1764,1764,2,5,5
1765,1765,2,2,5
1766,1766,3,6,6
1767,1767,5,2,5
1768,1768,3,6,6
1769,1769,2,2,5
1770,1770,3,3,6
1771,1771,3,6,6
1772,1772,6,3,5
1773,1773,3,6,5
1774,1774,2,5,5
1775,1775,9,6,5
1776,1776,6,3,6
1777,1777,5,5,5
1778,1778,6,3,6
1779,1779,5,5,5
1780,1780,3,5,5
1781,1781,3,2,5
1782,1782,3,6,5
1783,1783,6,2,5
1784,1784,2,2,5
1785,1785,9,6,6
1786,1786,5,9,9
1787,1787,6,6,6
1788,1788,5,5,5
1789,1789,3,2,5
1790,1790,2,5,5
1791,1791,2,2,5
1792,1792,2,2,5
1793,1793,2,5,5
1794,1794,5,5,5
1795,1795,3,3,5
1796,1796,6,5,5
1797,1797,6,3,6
1798,1798,3,6,6
1799,1799,2,5,5
1800,1800,6,6,6
1801,1801,6,3,9
1802,1802,9,5,5
1803,1803,6,3,9
1804,1804,3,6,9
1805,1805,5,5,5
1806,1806,3,6,6
1807,1807,6,3,9
1808,1808,6,5,5
1809,1809,3,3,5
1810,1810,6,5,5
1811,1811,2,5,5
1812,1812,6,6,5
1813,1813,6,6,5
1814,1814,2,2,5
1815,1815,3,2,5
1816,1816,2,5,5
1817,1817,6,5,5
1818,1818,3,6,5
1819,1819,3,3,9
1820,1820,9,6,6
1821,1821,2,2,5
1822,1822,9,6,9
1823,1823,3,6,6
1824,1824,3,5,5
1825,1825,3,6,6
1826,1826,5,2,5
1827,1827,6,6,6
1828,1828,3,2,5
1829,1829,2,2,1
1830,1830,3,2,2
1831,1831,9,9,3
1832,1832,2,2,2
1833,1833,5,5,5
1834,1834,6,6,9
1835,1835,3,2,2
1836,1836,9,3,6
1837,1837,5,5,5
1838,1838,6,3,5
1839,1839,6,6,5
1840,1840,3,9,5
1841,1841,6,3,3
1842,1842,6,5,5
1843,1843,2,2,5
1844,1844,2,2,2
1845,1845,2,5,5
1846,1846,1,1,1
1847,1847,3,5,5
1848,1848,5,5,2
1849,1849,3,6,5
1850,1850,3,3,9
1851,1851,2,2,5
1852,1852,2,2,5
1853,1853,3,5,5
1854,1854,3,3,6
1855,1855,6,6,6
1856,1856,2,5,5
1857,1857,2,2,5
1858,1858,3,6,5
1859,1859,3,6,5
1860,1860,9,3,9
1861,1861,3,3,5
1862,1862,5,2,2
1863,1863,2,2,5
1864,1864,9,6,9
1865,1865,3,3,6
1866,1866,2,2,1
1867,1867,5,2,2
1868,1868,2,2,5
1869,1869,2,2,5
1870,1870,3,3,2
1871,1871,3,2,5
1872,1872,2,2,2
1873,1873,3,3,5
1874,1874,5,2,2
1875,1875,3,3,9
1876,1876,2,2,2
1877,1877,6,2,5
1878,1878,3,3,6
1879,1879,2,2,2
1880,1880,2,2,2
1881,1881,5,2,2
1882,1882,2,2,5
1883,1883,6,5,5
1884,1884,9,3,6
1885,1885,6,6,6
1886,1886,9,6,5
1887,1887,6,3,6
1888,1888,6,6,5
1889,1889,3,3,5
1890,1890,5,2,5
1891,1891,9,3,6
1892,1892,6,3,6
1893,1893,6,2,5
1894,1894,6,5,5
1895,1895,6,6,6
1896,1896,6,5,5
1897,1897,6,2,5
1898,1898,6,6,6
1899,1899,6,3,5
1900,1900,9,3,6
1901,1901,6,3,6
1902,1902,6,3,5
1903,1903,6,3,5
1904,1904,2,2,2
1905,1905,6,3,3
1906,1906,6,2,2
1907,1907,6,3,2
1908,1908,9,3,6
1909,1909,2,2,2
1910,1910,6,3,3
1911,1911,6,3,6
1912,1912,6,6,6
1913,1913,3,2,2
1914,1914,9,3,6
1915,1915,6,3,6
1916,1916,3,3,6
1917,1917,3,3,6
1918,1918,3,3,6
1919,1919,9,3,6
1920,1920,1,2,2
1921,1921,3,2,2
1922,1922,9,9,9
1923,1923,3,2,5
1924,1924,3,6,5
1925,1925,2,5,5
1926,1926,9,9,9
1927,1927,2,1,1
1928,1928,3,6,5
1929,1929,3,2,5
1930,1930,6,3,9
1931,1931,3,3,6
1932,1932,6,6,9
1933,1933,3,2,2
1934,1934,9,6,6
1935,1935,3,3,6
1936,1936,6,6,9
1937,1937,9,9,9
1938,1938,6,6,9
1939,1939,6,6,5
1940,1940,9,6,9
1941,1941,6,6,6
1942,1942,6,3,3
1943,1943,6,6,9
1944,1944,1,1,1
1945,1945,2,2,5
1946,1946,2,5,5
1947,1947,6,6,6
1948,1948,2,2,1
1949,1949,9,6,9
1950,1950,3,3,2
1951,1951,5,5,2
1952,1952,2,2,2
1953,1953,3,6,5
1954,1954,6,2,5
1955,1955,3,2,2
1956,1956,9,6,6
1957,1957,6,6,6
1958,1958,5,2,5
1959,1959,5,2,5
1960,1960,9,6,6
1961,1961,2,2,2
1962,1962,2,2,2
1963,1963,3,3,9
1964,1964,9,6,6
1965,1965,9,9,9
1966,1966,9,6,6
1967,1967,9,6,6
1968,1968,9,3,6
1969,1969,2,2,2
1970,1970,9,3,6
1971,1971,6,2,5
1972,1972,6,3,5
1973,1973,3,3,3
1974,1974,9,3,6
1975,1975,3,3,6
1976,1976,3,3,5
1977,1977,6,2,5
1978,1978,6,3,6
1979,1979,3,6,6
1980,1980,6,3,2
1981,1981,3,2,2
1982,1982,5,2,5
1983,1983,9,3,6
1984,1984,6,3,6
1985,1985,3,3,9
1986,1986,5,2,2
1987,1987,9,6,6
1988,1988,3,3,6
1989,1989,2,2,5
1990,1990,3,3,6
1991,1991,3,2,5
1992,1992,3,3,6
1993,1993,3,2,5
1994,1994,9,9,9
1995,1995,6,3,9
1996,1996,2,2,1
1997,1997,2,2,2
1998,1998,6,3,5
1999,1999,2,2,2
2000,2000,6,3,6
2001,2001,2,2,5
2002,2002,3,3,6
2003,2003,2,2,2
2004,2004,3,3,6
2005,2005,2,2,5
2006,2006,3,2,5
2007,2007,3,3,3
2008,2008,3,3,2
2009,2009,3,3,3
2010,2010,6,6,9
2011,2011,3,2,5
2012,2012,3,3,6
2013,2013,9,9,9
2014,2014,6,9,9
2015,2015,9,3,6
2016,2016,9,9,9
2017,2017,9,9,9
2018,2018,9,3,9
2019,2019,6,9,9
2020,2020,6,6,5
2021,2021,6,3,5
2022,2022,6,2,5
2023,2023,6,5,5
2024,2024,3,2,5
2025,2025,2,2,5
2026,2026,6,5,5
2027,2027,2,2,2
2028,2028,6,6,6
2029,2029,3,5,5
2030,2030,2,2,5
2031,2031,5,5,5
2032,2032,3,3,5
2033,2033,3,5,5
2034,2034,6,2,5
2035,2035,3,5,5
2036,2036,6,2,5
2037,2037,5,5,2
2038,2038,6,5,5
2039,2039,6,6,5
2040,2040,5,2,2
2041,2041,6,5,5
2042,2042,5,2,5
2043,2043,6,3,5
2044,2044,6,2,5
2045,2045,6,6,9
2046,2046,6,2,5
2047,2047,9,6,6
2048,2048,3,5,5
2049,2049,5,2,2
2050,2050,6,3,6
2051,2051,5,2,2
2052,2052,6,3,5
2053,2053,5,2,5
2054,2054,6,3,6
2055,2055,6,5,5
2056,2056,3,2,2
2057,2057,3,2,5
2058,2058,2,3,2
2059,2059,6,3,3
2060,2060,6,5,5
2061,2061,6,3,6
2062,2062,6,6,6
2063,2063,6,3,5
2064,2064,2,2,5
2065,2065,9,9,9
2066,2066,9,9,9
2067,2067,9,9,9
2068,2068,6,3,3
2069,2069,6,6,6
2070,2070,6,3,5
2071,2071,6,3,5
2072,2072,5,2,2
2073,2073,3,3,2
2074,2074,6,6,5
2075,2075,3,3,6
2076,2076,6,6,6
2077,2077,6,5,5
2078,2078,6,2,5
2079,2079,6,6,6
2080,2080,3,3,6
2081,2081,5,2,2
2082,2082,3,2,5
2083,2083,3,3,5
2084,2084,3,3,5
2085,2085,9,6,6
2086,2086,9,3,5
2087,2087,3,6,3
2088,2088,6,2,5
2089,2089,5,2,5
2090,2090,5,2,5
2091,2091,6,2,5
2092,2092,6,2,5
2093,2093,2,5,5
2094,2094,6,6,3
2095,2095,6,5,5
2096,2096,2,2,5
2097,2097,3,5,5
2098,2098,5,2,5
2099,2099,3,2,5
2100,2100,2,2,2
2101,2101,3,2,5
2102,2102,9,6,5
2103,2103,6,6,5
2104,2104,6,3,5
2105,2105,6,3,6
2106,2106,9,6,6
2107,2107,2,2,2
2108,2108,6,3,5
2109,2109,9,9,9
2110,2110,5,5,2
2111,2111,3,6,6
2112,2112,2,5,2
2113,2113,9,9,9
2114,2114,2,5,5
2115,2115,2,2,1
2116,2116,3,3,6
2117,2117,3,3,9
2118,2118,6,6,5
2119,2119,6,6,6
2120,2120,9,6,6
2121,2121,2,2,2
2122,2122,3,3,2
2123,2123,1,1,1
2124,2124,6,5,5
2125,2125,3,6,6
2126,2126,2,2,2
2127,2127,6,2,5
2128,2128,3,2,5
2129,2129,3,3,6
2130,2130,3,2,5
2131,2131,3,3,5
2132,2132,6,3,5
2133,2133,3,6,5
2134,2134,6,6,6
2135,2135,9,6,5
2136,2136,5,5,5
2137,2137,3,3,5
2138,2138,3,6,6
2139,2139,5,5,5
2140,2140,2,5,5
2141,2141,3,3,6
2142,2142,5,2,5
2143,2143,3,2,5
2144,2144,3,3,6
2145,2145,9,6,6
2146,2146,3,2,5
2147,2147,3,6,5
2148,2148,3,5,5
2149,2149,3,6,6
2150,2150,6,5,5
2151,2151,6,5,5
2152,2152,5,5,5
2153,2153,6,2,5
2154,2154,2,2,5
2155,2155,6,3,5
2156,2156,5,2,2
2157,2157,2,5,5
2158,2158,6,6,5
2159,2159,3,5,5
2160,2160,2,2,2
2161,2161,6,3,2
2162,2162,6,6,5
2163,2163,6,2,5
2164,2164,6,6,5
2165,2165,5,2,5
2166,2166,2,2,5
2167,2167,3,3,6
2168,2168,2,2,5
2169,2169,3,6,5
2170,2170,3,3,3
2171,2171,3,5,5
2172,2172,5,2,2
2173,2173,5,2,5
2174,2174,2,2,2
2175,2175,5,2,5
2176,2176,3,6,6
2177,2177,3,2,2
2178,2178,2,2,5
2179,2179,2,2,2
2180,2180,6,2,5
2181,2181,2,2,2
2182,2182,3,5,5
2183,2183,3,6,5
2184,2184,2,2,5
2185,2185,6,6,5
2186,2186,3,2,5
2187,2187,6,6,6
2188,2188,2,2,2
2189,2189,2,2,2
2190,2190,3,6,5
2191,2191,3,3,5
2192,2192,6,6,6
2193,2193,6,6,6
2194,2194,3,2,2
2195,2195,9,6,9
2196,2196,6,2,5
2197,2197,3,2,5
2198,2198,6,3,5
2199,2199,2,2,2
2200,2200,3,6,9
2201,2201,9,9,1
2202,2202,1,5,2
2203,2203,9,9,6
2204,2204,9,9,1
2205,2205,9,9,3
2206,2206,3,3,2
2207,2207,3,2,1
2208,2208,3,1,1
2209,2209,3,2,1
2210,2210,3,2,2
2211,2211,3,1,1
2212,2212,9,9,2
2213,2213,9,9,3
2214,2214,9,9,3
2215,2215,9,9,2
2216,2216,6,6,6
2217,2217,6,6,6
2218,2218,6,6,6
2219,2219,3,6,6
2220,2220,3,6,3
2221,2221,3,3,6
2222,2222,6,6,9
2223,2223,3,6,6
2224,2224,3,6,6
2225,2225,9,6,9
2226,2226,6,6,6
2227,2227,3,6,6
2228,2228,3,6,6
2229,2229,6,6,6
2230,2230,9,9,9
2231,2231,3,6,9
2232,2232,3,3,6
2233,2233,3,6,6
2234,2234,6,6,6
2235,2235,6,6,6
2236,2236,3,6,6
2237,2237,3,6,6
2238,2238,3,6,6
2239,2239,3,6,6
2240,2240,6,6,9
2241,2241,3,6,6
2242,2242,3,6,6
2243,2243,3,6,6
2244,2244,6,6,9
2245,2245,3,6,9
2246,2246,3,6,6
2247,2247,3,6,6
2248,2248,3,6,6
2249,2249,6,6,9
2250,2250,6,6,9
2251,2251,6,6,6
2252,2252,9,9,9
2253,2253,6,6,9
2254,2254,9,6,9
2255,2255,3,3,3
2256,2256,3,3,6
2257,2257,6,6,6
2258,2258,6,6,6
2259,2259,6,6,9
2260,2260,6,6,6
2261,2261,9,6,9
2262,2262,3,6,6
2263,2263,9,6,9
2264,2264,3,6,6
2265,2265,3,6,6
2266,2266,3,6,6
2267,2267,6,6,6
2268,2268,3,6,6
2269,2269,3,6,6
2270,2270,9,9,9
2271,2271,6,6,6
2272,2272,3,6,6
2273,2273,6,6,9
2274,2274,6,6,6
2275,2275,3,6,6
2276,2276,9,9,9
2277,2277,3,3,6
2278,2278,6,6,6
2279,2279,6,6,6
2280,2280,3,6,6
2281,2281,6,6,6
2282,2282,6,9,9
2283,2283,6,6,6
2284,2284,3,6,6
2285,2285,3,6,6
2286,2286,6,6,6
2287,2287,6,6,9
2288,2288,3,6,3
2289,2289,6,6,6
2290,2290,3,6,6
2291,2291,9,9,9
2292,2292,3,6,6
2293,2293,6,3,6
2294,2294,6,6,9
2295,2295,6,9,9
2296,2296,3,6,6
2297,2297,3,3,6
2298,2298,3,6,6
2299,2299,9,9,9
2300,2300,3,3,6
2301,2301,3,3,3
2302,2302,3,3,6
2303,2303,3,3,6
2304,2304,3,6,3
2305,2305,6,3,6
2306,2306,6,3,6
2307,2307,3,3,3
2308,2308,6,6,6
2309,2309,6,3,3
2310,2310,6,6,9
2311,2311,9,6,9
2312,2312,6,6,9
2313,2313,9,6,9
2314,2314,6,6,6
2315,2315,3,3,6
2316,2316,3,6,6
2317,2317,3,3,6
2318,2318,3,3,6
2319,2319,3,3,3
2320,2320,3,3,3
2321,2321,9,6,9
2322,2322,6,3,3
2323,2323,9,9,9
2324,2324,3,2,3
2325,2325,2,3,3
2326,2326,6,3,6
2327,2327,6,3,6
2328,2328,3,3,3
2329,2329,3,6,6
2330,2330,3,3,3
2331,2331,9,3,3
2332,2332,3,3,3
2333,2333,3,3,3
2334,2334,3,3,3
2335,2335,2,3,3
2336,2336,2,6,6
2337,2337,3,3,6
2338,2338,3,6,6
2339,2339,3,6,9
2340,2340,3,3,3
2341,2341,3,3,6
2342,2342,3,3,3
2343,2343,6,6,9
2344,2344,6,3,6
2345,2345,9,6,9
2346,2346,6,6,9
2347,2347,6,6,6
2348,2348,6,3,3
2349,2349,3,3,6
2350,2350,6,6,6
2351,2351,3,3,6
2352,2352,3,3,6
2353,2353,9,6,9
2354,2354,6,6,6
2355,2355,6,6,6
2356,2356,3,3,6
2357,2357,2,3,6
2358,2358,3,6,6
2359,2359,3,3,3
2360,2360,9,9,9
2361,2361,3,3,3
2362,2362,3,3,3
2363,2363,6,6,9
2364,2364,3,3,6
2365,2365,3,3,6
2366,2366,3,5,6
2367,2367,6,3,6
2368,2368,3,3,6
2369,2369,3,3,6
2370,2370,3,6,6
2371,2371,3,3,6
2372,2372,3,3,6
2373,2373,3,3,3
2374,2374,3,3,6
2375,2375,9,9,9
2376,2376,3,3,3
2377,2377,3,3,3
2378,2378,9,6,9
2379,2379,9,6,9
2380,2380,9,6,9
2381,2381,6,6,6
2382,2382,6,3,3
2383,2383,3,3,6
2384,2384,6,3,3
2385,2385,6,6,9
2386,2386,9,3,3
2387,2387,6,3,6
2388,2388,3,3,6
2389,2389,3,6,6
2390,2390,6,6,9
2391,2391,9,6,9
2392,2392,6,6,6
2393,2393,3,3,6
2394,2394,6,3,3
2395,2395,3,3,3
2396,2396,3,3,3
2397,2397,3,3,3
2398,2398,3,3,3
2399,2399,3,6,6
2400,2400,3,3,3
2401,2401,6,6,6
2402,2402,9,6,9
2403,2403,3,3,3
2404,2404,3,3,6
2405,2405,3,6,6
2406,2406,6,3,6
2407,2407,3,3,6
2408,2408,3,6,6
2409,2409,9,6,9
2410,2410,3,6,6
2411,2411,3,3,3
2412,2412,3,3,6
2413,2413,3,3,3
2414,2414,3,6,6
2415,2415,3,6,6
2416,2416,9,6,9
2417,2417,3,6,9
2418,2418,3,3,3
2419,2419,3,3,3
2420,2420,3,3,6
2421,2421,6,3,6
2422,2422,3,9,6
2423,2423,6,3,3
2424,2424,3,6,6
2425,2425,3,2,6
2426,2426,3,3,3
2427,2427,2,3,3
2428,2428,3,3,6
2429,2429,9,6,9
2430,2430,9,9,6
2431,2431,3,5,6
2432,2432,2,6,6
2433,2433,3,2,3
2434,2434,9,6,9
2435,2435,6,6,6
2436,2436,3,5,6
2437,2437,6,6,6
2438,2438,6,6,6
2439,2439,9,6,9
2440,2440,9,6,9
2441,2441,3,3,3
2442,2442,3,6,6
2443,2443,3,3,6
2444,2444,3,6,6
2445,2445,9,6,9
2446,2446,6,6,6
2447,2447,6,6,6
2448,2448,9,6,6
2449,2449,6,6,6
2450,2450,3,6,6
2451,2451,3,3,6
2452,2452,9,6,9
2453,2453,6,6,6
2454,2454,9,6,9
2455,2455,9,6,9
2456,2456,6,6,6
2457,2457,6,6,6
2458,2458,6,3,6
2459,2459,3,5,6
2460,2460,9,6,6
2461,2461,9,6,9
2462,2462,6,6,9
2463,2463,9,6,9
2464,2464,6,6,6
2465,2465,3,6,9
2466,2466,6,6,6
2467,2467,3,3,6
2468,2468,6,3,6
2469,2469,6,3,6
2470,2470,3,3,6
2471,2471,6,6,6
2472,2472,6,3,6
2473,2473,3,3,3
2474,2474,3,3,6
2475,2475,3,6,9
2476,2476,3,6,6
2477,2477,6,6,6
2478,2478,6,5,6
2479,2479,3,6,6
2480,2480,6,6,6
2481,2481,3,6,6
2482,2482,3,6,6
2483,2483,6,6,9
2484,2484,6,6,6
2485,2485,9,9,9
2486,2486,6,6,9
2487,2487,6,6,6
