1975-1990,A-POP,negative,-3635.937743
1975-1990,A-POP,positive,91851.83535
1975-1990,B-BPC,negative,-25235.78241
1975-1990,B-BPC,positive,80008.28079
1990-2000,A-POP,negative,-6626.64983
1990-2000,A-POP,positive,73009.26222
1990-2000,B-BPC,negative,-15736.58584
1990-2000,B-BPC,positive,80949.38862
2000-2015,A-POP,negative,-16785.15033
2000-2015,A-POP,positive,99836.05008
2000-2015,B-BPC,negative,-37432.03647
2000-2015,B-BPC,positive,87239.96258
